id,Row,Column,Individual,Percent_Digested,Date,Plate,Absorbance1,Absorbance2,Abs2_1
1361,E,2,565,2.871794872,42046,30,0.946,0.974,0.028
1362,F,2,566,29.72508591,42046,30,0.408,0.581,0.173
1363,G,2,567,10.72234763,42046,30,0.79,0.885,0.095
1364,H,2,568,3.188405797,42046,30,1.001,1.034,0.033
1365,B,4,562,14.97730711,42046,30,0.561,0.66,0.099
1366,C,4,563,8.865248227,42046,30,0.513,0.563,0.05
1367,D,4,564,19.87315011,42046,30,0.378,0.472,0.094
1368,E,4,565,1.436781609,42046,30,1.028,1.043,0.015
1369,F,4,566,25.7518797,42046,30,0.394,0.531,0.137
1370,G,4,567,1.484018265,42046,30,0.862,0.875,0.013
1371,H,4,568,6.26223092,42046,30,0.957,1.021,0.064
1372,A,6,561,1.239669421,42046,30,0.716,0.725,0.009
1373,B,6,562,0.573888092,42046,30,0.692,0.696,0.004
1374,D,6,564,2.268041237,42046,30,0.473,0.484,0.011
1375,F,6,566,0.641025641,42046,30,0.464,0.467,0.003
1376,G,6,567,0.697674419,42046,30,0.853,0.859,0.006
1377,A,8,Tx623,8.576998051,42046,30,0.468,0.512,0.044
1378,B,8,569,11.44957983,42046,30,0.842,0.951,0.109
1379,C,8,570,24.80916031,42046,30,0.393,0.523,0.13
1380,D,8,571,2.53164557,42046,30,0.384,0.394,0.01
1381,F,8,573,3.614457831,42046,30,0.479,0.497,0.018
1382,G,8,574,5.984251969,42046,30,0.596,0.634,0.038
1383,H,8,575,4.393939394,42046,30,0.63,0.659,0.029
1384,A,10,P721Q,24.88687783,42046,30,0.497,0.662,0.165
1385,B,10,569,9.318637275,42046,30,0.904,0.997,0.093
1386,C,10,570,25.65130261,42046,30,0.37,0.498,0.128
1387,D,10,571,10.95890411,42046,30,0.389,0.437,0.048
1388,E,10,572,7.799145299,42046,30,0.862,0.935,0.073
1389,F,10,573,21.53846154,42046,30,0.203,0.259,0.056
1390,G,10,574,4.700854701,42046,30,0.668,0.701,0.033
1391,H,10,575,2.864259029,42046,30,0.779,0.802,0.023
1392,B,12,569,5.76171875,42046,30,0.964,1.023,0.059
1393,C,12,570,24.72160356,42046,30,0.337,0.448,0.111
1394,D,12,571,19.86183074,42046,30,0.463,0.578,0.115
1395,E,12,572,9.064885496,42046,30,0.952,1.047,0.095
1396,F,12,573,15.98579041,42046,30,0.472,0.562,0.09
1397,G,12,574,4.394299287,42046,30,0.804,0.841,0.037
1398,A,2,576,0.557103064,42047,31,0.715,0.719,0.004
1399,B,2,577,11.36131013,42047,31,0.867,0.978,0.111
1400,C,2,578,5.637583893,42047,31,0.704,0.746,0.042
1401,D,2,579,1.428571429,42047,31,0.967,0.981,0.014
1402,F,2,581,3.941908714,42047,31,0.927,0.965,0.038
1403,G,2,582,9.255898367,42047,31,1.001,1.103,0.102
1404,H,2,583,21.4953271,42047,31,0.589,0.75,0.161
1405,A,4,576,7.775119617,42047,31,0.772,0.837,0.065
1406,B,4,577,3.846153846,42047,31,0.851,0.885,0.034
1407,C,4,578,8.064516129,42047,31,0.685,0.745,0.06
1408,D,4,579,4.229607251,42047,31,0.952,0.994,0.042
1409,F,4,581,2.406738869,42047,31,0.812,0.832,0.02
1410,G,4,582,4.423748545,42047,31,0.822,0.86,0.038
1411,H,4,583,6.801909308,42047,31,0.782,0.839,0.057
1412,A,6,576,6.038647343,42047,31,0.779,0.829,0.05
1413,B,6,577,10.15452539,42047,31,0.815,0.907,0.092
1414,C,6,578,4.792746114,42047,31,0.736,0.773,0.037
1415,F,6,581,6.076759062,42047,31,0.882,0.939,0.057
1416,H,6,583,9.551374819,42047,31,0.626,0.692,0.066
1417,A,8,Tx623,5.271084337,42047,31,0.63,0.665,0.035
1418,B,8,584,6.527909177,42047,31,0.989,1.058,0.069
1419,C,8,585,6.56167979,42047,31,0.357,0.382,0.025
1420,E,8,587,9.764309764,42047,31,0.537,0.595,0.058
1421,G,8,589,2.581521739,42047,31,0.718,0.737,0.019
1422,H,8,590,36.29807692,42047,31,0.266,0.417,0.151
1423,A,10,P721Q,34.870317,42047,31,0.227,0.348,0.121
1424,B,10,584,7.635009311,42047,31,0.993,1.075,0.082
1425,C,10,585,2.53164557,42047,31,0.386,0.396,0.01
1426,D,10,586,12.61363636,42047,31,0.77,0.881,0.111
1427,E,10,587,9.833333333,42047,31,0.542,0.601,0.059
1428,G,10,589,25.79750347,42047,31,0.536,0.722,0.186
1429,H,10,590,28.42535787,42047,31,0.351,0.49,0.139
1430,B,12,584,4.281636537,42047,31,1.007,1.052,0.045
1431,C,12,585,4.884318766,42047,31,0.371,0.39,0.019
1432,D,12,586,12.47058824,42047,31,0.745,0.851,0.106
1433,E,12,587,16.17161716,42047,31,0.509,0.607,0.098
1434,F,12,588,1.22324159,42047,31,0.324,0.328,0.004
1435,G,12,589,2.127659574,42047,31,0.691,0.706,0.015
1436,H,12,590,51.3368984,42047,31,0.183,0.375,0.192
1437,A,2,591,7.962962963,42047,32,0.498,0.541,0.043
1438,D,2,594,13.21321321,42047,32,0.579,0.667,0.088
1439,G,2,597,2.333333333,42047,32,0.88,0.901,0.021
1440,H,2,598,10.8892922,42047,32,0.492,0.552,0.06
1441,D,4,594,7.668711656,42047,32,0.603,0.653,0.05
1442,E,4,595,5.769230769,42047,32,0.638,0.677,0.039
1443,G,4,597,6.849315068,42047,32,0.817,0.877,0.06
1444,H,4,598,6.586826347,42047,32,0.625,0.669,0.044
1445,E,6,595,2.796052632,42047,32,0.592,0.609,0.017
1446,G,6,597,7.416267943,42047,32,0.775,0.837,0.062
1447,H,6,598,6.382978723,42047,32,0.529,0.565,0.036
1448,A,8,Tx623,6.386292835,42047,32,0.602,0.643,0.041
1449,B,8,599,3.653846154,42047,32,1.003,1.041,0.038
1450,E,8,602,7.901554404,42047,32,0.712,0.773,0.061
1451,G,8,604,8.458244111,42047,32,0.856,0.935,0.079
1452,A,10,P721Q,33.52033661,42047,32,0.475,0.714,0.239
1453,B,10,599,5.882352941,42047,32,0.913,0.97,0.057
1454,C,10,600,4.858299595,42047,32,0.706,0.742,0.036
1455,D,10,601,0.357142857,42047,32,0.838,0.841,0.003
1456,E,10,602,3.724604966,42047,32,0.854,0.887,0.033
1457,F,10,603,2.898550725,42047,32,0.671,0.691,0.02
1458,H,10,605,6.777316736,42047,32,0.675,0.724,0.049
1459,B,12,599,8.853118712,42047,32,0.907,0.995,0.088
1460,C,12,600,7.370184255,42047,32,0.554,0.598,0.044
1461,E,12,602,8.458864426,42047,32,0.791,0.864,0.073
1462,F,12,603,2.362204724,42047,32,0.745,0.763,0.018
1463,G,12,604,2.375809935,42047,32,0.905,0.927,0.022
1464,H,12,605,7.301980198,42047,32,0.75,0.809,0.059
1465,C,2,608,10.79646018,42048,33,0.504,0.565,0.061
1466,D,2,609,5.995934959,42048,33,0.925,0.984,0.059
1467,E,2,610,7.880434783,42048,33,0.678,0.736,0.058
1468,F,2,611,23.2300885,42048,33,0.347,0.452,0.105
1469,G,2,612,4.411764706,42048,33,0.845,0.884,0.039
1470,H,2,613,34.7826087,42048,33,0.465,0.713,0.248
1471,A,4,606,24.67532468,42048,33,0.522,0.693,0.171
1472,B,4,607,2.693602694,42048,33,0.867,0.891,0.024
1473,C,4,608,18.85098743,42048,33,0.452,0.557,0.105
1474,D,4,609,3.695408735,42048,33,0.86,0.893,0.033
1475,E,4,610,7.246376812,42048,33,0.64,0.69,0.05
1476,F,4,611,23.56979405,42048,33,0.334,0.437,0.103
1477,G,4,612,10.64388962,42048,33,0.68,0.761,0.081
1478,H,4,613,39.07056799,42048,33,0.354,0.581,0.227
1479,D,6,609,1.714285714,42048,33,0.86,0.875,0.015
1480,E,6,610,0.580551524,42048,33,0.685,0.689,0.004
1481,G,6,612,3.790849673,42048,33,0.736,0.765,0.029
1482,H,6,613,26.91680261,42048,33,0.448,0.613,0.165
1483,A,8,Tx623,16.4983165,42048,33,0.496,0.594,0.098
1484,B,8,614,9.749303621,42048,33,0.648,0.718,0.07
1485,C,8,615,9.561304837,42048,33,0.804,0.889,0.085
1486,D,8,616,9.318497914,42048,33,0.652,0.719,0.067
1487,E,8,617,27.45709828,42048,33,0.465,0.641,0.176
1488,F,8,618,11.98910082,42048,33,0.646,0.734,0.088
1489,G,8,619,14.01574803,42048,33,0.546,0.635,0.089
1490,H,8,620,18.97810219,42048,33,0.444,0.548,0.104
1491,A,10,P721Q,24.77876106,42048,33,0.51,0.678,0.168
1492,B,10,614,12.29946524,42048,33,0.656,0.748,0.092
1493,C,10,615,10.83743842,42048,33,0.724,0.812,0.088
1494,D,10,616,8.732057416,42048,33,0.763,0.836,0.073
1495,E,10,617,16.32,42048,33,0.523,0.625,0.102
1496,F,10,618,8.424908425,42048,33,0.75,0.819,0.069
1497,G,10,619,13.38432122,42048,33,0.453,0.523,0.07
1498,H,10,620,11.72932331,42048,33,0.587,0.665,0.078
1499,B,12,614,9.077155825,42048,33,0.601,0.661,0.06
1500,C,12,615,5.316455696,42048,33,0.748,0.79,0.042
1501,D,12,616,2.248677249,42048,33,0.739,0.756,0.017
1502,E,12,617,29.14485166,42048,33,0.406,0.573,0.167
1503,F,12,618,11.20943953,42048,33,0.602,0.678,0.076
1504,G,12,619,18.28571429,42048,33,0.429,0.525,0.096
1505,H,12,620,8.894878706,42048,33,0.676,0.742,0.066
1506,B,2,622,28.7037037,42048,34,0.307,0.431,0.124
1507,D,2,624,7.301980198,42048,34,0.748,0.807,0.059
1508,F,2,626,11.6838488,42048,34,0.513,0.581,0.068
1509,G,2,627,20.09925558,42048,34,0.321,0.402,0.081
1510,H,2,628,24.75247525,42048,34,0.379,0.504,0.125
1511,A,4,621,1.788375559,42048,34,0.658,0.67,0.012
1512,B,4,622,24.94929006,42048,34,0.369,0.492,0.123
1513,D,4,624,5.980861244,42048,34,0.785,0.835,0.05
1514,E,4,625,5,42048,34,0.645,0.679,0.034
1515,F,4,626,13.99662732,42048,34,0.509,0.592,0.083
1516,G,4,627,9.369024857,42048,34,0.473,0.522,0.049
1517,H,4,628,21.50537634,42048,34,0.437,0.557,0.12
1518,B,6,622,32.17213115,42048,34,0.33,0.487,0.157
1519,C,6,623,14.50839329,42048,34,0.712,0.833,0.121
1520,D,6,624,6.487148103,42048,34,0.763,0.816,0.053
1521,E,6,625,9.986130374,42048,34,0.648,0.72,0.072
1522,F,6,626,8.394698085,42048,34,0.621,0.678,0.057
1523,G,6,627,16.70103093,42048,34,0.403,0.484,0.081
1524,H,6,628,22.85223368,42048,34,0.448,0.581,0.133
1525,A,8,Tx623,1.943844492,42048,34,0.453,0.462,0.009
1526,B,8,629,12.52609603,42048,34,0.418,0.478,0.06
1527,C,8,630,39.67889908,42048,34,0.262,0.435,0.173
1528,D,8,631,10.35971223,42048,34,0.622,0.694,0.072
1529,F,8,633,16.64641555,42048,34,0.685,0.822,0.137
1530,G,8,634,2.413793103,42048,34,0.848,0.869,0.021
1531,H,8,635,11.70483461,42048,34,0.346,0.392,0.046
1532,A,10,P721Q,30.50595238,42048,34,0.466,0.671,0.205
1533,B,10,629,5.827067669,42048,34,0.5,0.531,0.031
1534,C,10,630,21.37161085,42048,34,0.492,0.626,0.134
1535,D,10,631,11.77231565,42048,34,0.681,0.772,0.091
1536,E,10,632,21.07023411,42048,34,0.471,0.597,0.126
1537,F,10,633,6.370192308,42048,34,0.778,0.831,0.053
1538,G,10,634,5.561072493,42048,34,0.95,1.006,0.056
1539,H,10,635,42.05607477,42048,34,0.123,0.213,0.09
1540,B,12,629,24.94117647,42048,34,0.318,0.424,0.106
1541,C,12,630,6.222865412,42048,34,0.647,0.69,0.043
1542,D,12,631,20.8168643,42048,34,0.6,0.758,0.158
1543,E,12,632,18.6,42048,34,0.406,0.499,0.093
1544,H,12,635,49.23076923,42048,34,0.197,0.389,0.192
1545,A,2,636,9.943181818,42051,35,0.634,0.704,0.07
1546,B,2,637,15.53030303,42051,35,0.446,0.528,0.082
1547,C,2,638,4.643962848,42051,35,0.924,0.969,0.045
1548,D,2,639,21.2406015,42051,35,0.419,0.532,0.113
1549,E,2,640,21.37546468,42051,35,0.423,0.538,0.115
1550,F,2,641,1.912568306,42051,35,0.718,0.732,0.014
1551,G,2,642,29.65641953,42051,35,0.389,0.553,0.164
1552,H,2,643,8.571428571,42051,35,0.64,0.7,0.06
1553,A,4,636,5.128205128,42051,35,0.666,0.702,0.036
1554,B,4,637,15.86998088,42051,35,0.44,0.523,0.083
1555,C,4,638,7.098121086,42051,35,0.89,0.958,0.068
1556,D,4,639,16.51031895,42051,35,0.445,0.533,0.088
1557,E,4,640,16.20294599,42051,35,0.512,0.611,0.099
1558,F,4,641,6.497175141,42051,35,0.662,0.708,0.046
1559,G,4,642,15.34569983,42051,35,0.502,0.593,0.091
1560,H,4,643,4.582843713,42051,35,0.812,0.851,0.039
1561,B,6,637,21.19460501,42051,35,0.409,0.519,0.11
1562,C,6,638,11.67964405,42051,35,0.794,0.899,0.105
1563,D,6,639,11.11111111,42051,35,0.368,0.414,0.046
1564,E,6,640,14.09001957,42051,35,0.439,0.511,0.072
1565,F,6,641,2.949852507,42051,35,0.658,0.678,0.02
1566,G,6,642,16.26168224,42051,35,0.448,0.535,0.087
1567,H,6,643,20.83333333,42051,35,0.418,0.528,0.11
1568,A,8,Tx623,4.963235294,42051,35,0.517,0.544,0.027
1569,B,8,644,8.76216968,42051,35,0.656,0.719,0.063
1570,C,8,645,24.3697479,42051,35,0.27,0.357,0.087
1571,D,8,646,6.3170441,42051,35,0.786,0.839,0.053
1572,E,8,647,26.30560928,42051,35,0.381,0.517,0.136
1573,F,8,648,27.36842105,42051,35,0.345,0.475,0.13
1574,G,8,649,28.4738041,42051,35,0.314,0.439,0.125
1575,H,8,650,12.69614836,42051,35,0.612,0.701,0.089
1576,A,10,P721Q,35.65891473,42051,35,0.332,0.516,0.184
1577,B,10,644,5.848623853,42051,35,0.821,0.872,0.051
1578,C,10,645,21.21212121,42051,35,0.286,0.363,0.077
1579,D,10,646,9.060773481,42051,35,0.823,0.905,0.082
1580,E,10,647,4.440789474,42051,35,0.581,0.608,0.027
1581,F,10,648,23.4939759,42051,35,0.381,0.498,0.117
1582,G,10,649,15.625,42051,35,0.351,0.416,0.065
1583,H,10,650,4.761904762,42051,35,0.68,0.714,0.034
1584,C,12,645,28.01120448,42051,35,0.257,0.357,0.1
1585,D,12,646,10.88082902,42051,35,0.688,0.772,0.084
1586,E,12,647,24.83370288,42051,35,0.339,0.451,0.112
1587,F,12,648,33.57314149,42051,35,0.277,0.417,0.14
1588,G,12,649,25.53846154,42051,35,0.242,0.325,0.083
1589,H,12,650,9.53125,42051,35,0.579,0.64,0.061
1590,A,2,651,4.566744731,42051,36,0.816,0.855,0.039
1591,B,2,652,27.75229358,42051,36,0.316,0.437,0.121
1592,C,2,653,4.183266932,42051,36,0.963,1.005,0.042
1593,D,2,654,13.6425648,42051,36,0.634,0.734,0.1
1594,E,2,655,15.65995526,42051,36,0.378,0.448,0.07
1595,F,2,656,22.4,42051,36,0.292,0.376,0.084
1596,G,2,657,3.801652893,42051,36,0.583,0.606,0.023
1597,H,2,658,30.8,42051,36,0.347,0.501,0.154
1598,A,4,651,40.625,42051,36,0.514,0.865,0.351
1599,B,4,652,16.43518519,42051,36,0.362,0.433,0.071
1600,C,4,653,3.278688525,42051,36,0.945,0.977,0.032
1601,D,4,654,7.665505226,42051,36,0.796,0.862,0.066
1602,E,4,655,17.19745223,42051,36,0.391,0.472,0.081
1603,F,4,656,17.95407098,42051,36,0.394,0.48,0.086
1604,G,4,657,13.94422311,42051,36,0.649,0.754,0.105
1605,H,4,658,17.75043937,42051,36,0.469,0.57,0.101
1606,A,6,651,4.577464789,42051,36,0.814,0.853,0.039
1607,B,6,652,20.93023256,42051,36,0.341,0.431,0.09
1608,C,6,653,3.893442623,42051,36,0.939,0.977,0.038
1609,D,6,654,7.34989648,42051,36,0.896,0.967,0.071
1610,E,6,655,8.270676692,42051,36,0.489,0.533,0.044
1611,F,6,656,15.52062868,42051,36,0.431,0.51,0.079
1612,G,6,657,6.295399516,42051,36,0.775,0.827,0.052
1613,H,6,658,9.102730819,42051,36,0.7,0.77,0.07
1614,A,8,Tx623,5.49898167,42051,36,0.465,0.492,0.027
1615,B,8,659,1.131221719,42051,36,0.875,0.885,0.01
1616,C,8,660,1.935483871,42051,36,0.609,0.621,0.012
1617,D,8,661,6.370656371,42051,36,0.486,0.519,0.033
1618,E,8,662,14.75409836,42051,36,0.261,0.306,0.045
1619,F,8,663,21.03004292,42051,36,0.369,0.467,0.098
1620,G,8,664,16.35220126,42051,36,0.533,0.637,0.104
1621,H,8,665,18.54304636,42051,36,0.37,0.454,0.084
1622,A,10,P721Q,32.8125,42051,36,0.302,0.449,0.147
1623,B,10,659,5.686695279,42051,36,0.88,0.933,0.053
1624,C,10,660,2.362204724,42051,36,0.869,0.89,0.021
1625,D,10,661,14.51048951,42051,36,0.49,0.573,0.083
1626,E,10,662,12.82051282,42051,36,0.307,0.352,0.045
1627,F,10,663,37.5502008,42051,36,0.312,0.499,0.187
1628,G,10,664,12.20735786,42051,36,0.526,0.599,0.073
1629,H,10,665,21.75,42051,36,0.314,0.401,0.087
1630,B,12,659,4.463336876,42051,36,0.9,0.942,0.042
1631,C,12,660,11.43200963,42051,36,0.737,0.832,0.095
1632,D,12,661,14.07035176,42051,36,0.514,0.598,0.084
1633,E,12,662,13.54679803,42051,36,0.352,0.407,0.055
1634,F,12,663,25.63176895,42051,36,0.413,0.555,0.142
1635,G,12,664,12.44019139,42051,36,0.55,0.628,0.078
1636,H,12,665,24.79338843,42051,36,0.274,0.364,0.09
1637,A,2,666,42.92237443,42062,37,0.313,0.548,0.235
1638,B,2,667,18.59931114,42062,37,0.355,0.436,0.081
1639,C,2,668,3.466826061,42062,37,0.808,0.837,0.029
1640,D,2,669,6.702702703,42062,37,0.432,0.463,0.031
1641,E,2,670,23.36578581,42062,37,0.276,0.36,0.084
1642,F,2,671,19.30447126,42062,37,0.569,0.705,0.136
1643,G,2,672,8.687782805,42062,37,0.505,0.553,0.048
1644,H,2,673,5.201793722,42062,37,0.529,0.558,0.029
1645,A,4,666,35.9052712,42062,37,0.42,0.655,0.235
1646,B,4,667,23.77807133,42062,37,0.289,0.379,0.09
1647,C,4,668,25.15440764,42062,37,0.667,0.891,0.224
1648,D,4,669,8.660624371,42062,37,0.454,0.497,0.043
1649,E,4,670,20.82738944,42062,37,0.278,0.351,0.073
1650,F,4,671,11.93072482,42062,37,0.687,0.78,0.093
1651,G,4,672,13.4175217,42062,37,0.549,0.634,0.085
1652,H,4,673,8.087615838,42062,37,0.546,0.594,0.048
1653,A,6,666,28.7099903,42062,37,0.368,0.516,0.148
1654,B,6,667,12.17750258,42062,37,0.426,0.485,0.059
1655,C,6,668,0.65681445,42062,37,0.908,0.914,0.006
1656,D,6,669,7.165437302,42062,37,0.441,0.475,0.034
1657,E,6,670,18.24907522,42062,37,0.332,0.406,0.074
1658,F,6,671,13.24876674,42062,37,0.616,0.71,0.094
1659,G,6,672,4.319248826,42062,37,0.51,0.533,0.023
1660,H,6,673,11.01278269,42062,37,0.453,0.509,0.056
1661,A,8,Tx623,12.47148289,42062,37,0.576,0.658,0.082
1662,B,8,674,9.013716525,42062,37,0.697,0.766,0.069
1663,C,8,675,11.39351446,42062,37,0.506,0.571,0.065
1664,D,8,676,16,42062,37,0.536,0.638,0.102
1665,E,8,677,3.770848441,42062,37,0.664,0.69,0.026
1666,G,8,679,11.52354571,42062,37,0.799,0.903,0.104
1667,H,8,680,12.09372638,42062,37,0.582,0.662,0.08
1668,A,10,P721Q,29.85529322,42062,37,0.461,0.657,0.196
1669,B,10,674,8.953258723,42062,37,0.692,0.76,0.068
1670,C,10,675,9.841534612,42062,37,0.541,0.6,0.059
1671,D,10,676,4.437643458,42062,37,0.625,0.654,0.029
1672,E,10,677,4.226156482,42062,37,0.839,0.876,0.037
1673,F,10,678,6.900958466,42062,37,0.729,0.783,0.054
1674,G,10,679,6.177606178,42062,37,0.851,0.907,0.056
1675,H,10,680,11.38952164,42062,37,0.584,0.659,0.075
1676,B,12,674,11.41340411,42062,37,0.668,0.754,0.086
1677,C,12,675,6.566104703,42062,37,0.527,0.564,0.037
1678,D,12,676,9.332376167,42062,37,0.632,0.697,0.065
1679,E,12,677,2.991689751,42062,37,0.876,0.903,0.027
1680,F,12,678,4.24437299,42062,37,0.745,0.778,0.033
1681,G,12,679,7.790876474,42062,37,0.9,0.976,0.076
1682,H,12,680,10.45643154,42062,37,0.54,0.603,0.063
1683,A,2,681,16.65357423,42052,38,0.531,0.637,0.106
1684,B,2,682,5.034612964,42052,38,0.755,0.795,0.04
1685,C,2,683,23.04832714,42052,38,0.311,0.404,0.093
1686,D,2,684,24.57200403,42052,38,0.375,0.497,0.122
1687,E,2,685,19.10828025,42052,38,0.445,0.55,0.105
1688,F,2,686,25.3164557,42052,38,0.384,0.514,0.13
1689,G,2,687,24.88294314,42052,38,0.562,0.748,0.186
1690,H,2,688,19.00893582,42052,38,0.499,0.616,0.117
1691,B,4,682,13.90952059,42052,38,0.638,0.741,0.103
1692,C,4,683,6.451612903,42052,38,0.508,0.543,0.035
1693,D,4,684,13.75565611,42052,38,0.477,0.553,0.076
1694,E,4,685,2.943722944,42052,38,0.561,0.578,0.017
1695,F,4,686,25.47288777,42052,38,0.296,0.397,0.101
1696,G,4,687,18.5981957,42052,38,0.587,0.721,0.134
1697,H,4,688,8.780487805,42052,38,0.655,0.718,0.063
1698,B,6,682,2.189311011,42052,38,0.76,0.777,0.017
1699,C,6,683,10.51606621,42052,38,0.46,0.514,0.054
1700,D,6,684,11.1757858,42052,38,0.382,0.43,0.048
1701,E,6,685,12.98274445,42052,38,0.53,0.609,0.079
1702,F,6,686,16.8009206,42052,38,0.362,0.435,0.073
1703,G,6,687,18.84646629,42052,38,0.5,0.616,0.116
1704,H,6,688,6.120760959,42052,38,0.568,0.605,0.037
1705,A,8,Tx623,10.2283105,42052,38,0.492,0.548,0.056
1706,B,8,689,19.60784314,42052,38,0.431,0.536,0.105
1707,C,8,690,22.1617947,42052,38,0.573,0.736,0.163
1708,F,8,693,18.95482728,42052,38,0.458,0.565,0.107
1709,G,8,694,15.20467836,42052,38,0.508,0.599,0.091
1710,H,8,695,24.21948912,42052,38,0.401,0.529,0.128
1711,A,10,P721Q,30.65585851,42052,38,0.471,0.679,0.208
1712,B,10,689,15.02040816,42052,38,0.521,0.613,0.092
1713,C,10,690,8.71525169,42052,38,0.608,0.666,0.058
1714,D,10,691,13.67412141,42052,38,0.676,0.783,0.107
1715,E,10,692,5.898123324,42052,38,0.878,0.933,0.055
1716,F,10,693,13.03298471,42052,38,0.541,0.622,0.081
1717,G,10,694,10.45891142,42052,38,0.42,0.469,0.049
1718,H,10,695,19.59583588,42052,38,0.657,0.817,0.16
1719,B,12,689,7.710843373,42052,38,0.575,0.623,0.048
1720,C,12,690,20.57677319,42052,38,0.51,0.642,0.132
1721,D,12,691,12.36970118,42052,38,0.631,0.72,0.089
1722,E,12,692,13.99263546,42052,38,0.818,0.951,0.133
1723,F,12,693,6.900958466,42052,38,0.729,0.783,0.054
1724,G,12,694,2.895927602,42052,38,0.537,0.553,0.016
1725,H,12,695,11.15537849,42052,38,0.558,0.628,0.07
1726,A,2,696,14.85507246,42053,39,0.471,0.553,0.082
1727,B,2,697,22.92576419,42053,39,0.354,0.459,0.105
1728,C,2,698,2.872062663,42053,39,0.745,0.767,0.022
1729,D,2,699,14.84375,42053,39,0.437,0.513,0.076
1730,E,2,700,21.79836512,42053,39,0.288,0.368,0.08
1731,F,2,701,2.424242424,42053,39,0.806,0.826,0.02
1732,H,2,703,34.17910448,42053,39,0.442,0.671,0.229
1733,A,4,696,16.60305344,42053,39,0.438,0.525,0.087
1734,B,4,697,25.67901235,42053,39,0.302,0.406,0.104
1735,C,4,698,7.295173962,42053,39,0.827,0.892,0.065
1736,D,4,699,14.50151057,42053,39,0.567,0.663,0.096
1737,E,4,700,25.44080605,42053,39,0.297,0.398,0.101
1738,F,4,701,10.06423983,42053,39,0.841,0.935,0.094
1739,G,4,702,9.363957597,42053,39,0.514,0.567,0.053
1740,H,4,703,34.68468468,42053,39,0.436,0.667,0.231
1741,A,6,696,22.46575342,42053,39,0.284,0.366,0.082
1742,B,6,697,15.69086651,42053,39,0.361,0.428,0.067
1743,D,6,699,12.53196931,42053,39,0.343,0.392,0.049
1744,E,6,700,17.68292683,42053,39,0.271,0.329,0.058
1745,F,6,701,0.137174211,42053,39,0.729,0.73,0.001
1746,A,8,Tx623,12.52900232,42053,39,0.378,0.432,0.054
1747,B,8,704,11.43187067,42053,39,0.768,0.867,0.099
1748,C,8,705,11.11111111,42053,39,0.433,0.487,0.054
1749,D,8,706,16.1849711,42053,39,0.581,0.693,0.112
1750,E,8,707,18.19727891,42053,39,0.482,0.589,0.107
1751,F,8,708,18.18181818,42053,39,0.415,0.507,0.092
1752,G,8,709,13.7524558,42053,39,0.44,0.51,0.07
1753,A,10,P721Q,41.20171674,42053,39,0.412,0.7,0.288
1754,B,10,704,3.05997552,42053,39,0.793,0.818,0.025
1755,C,10,705,9.751434034,42053,39,0.473,0.524,0.051
1756,D,10,706,10.94276094,42053,39,0.53,0.595,0.065
1757,E,10,707,5.094614265,42053,39,0.653,0.688,0.035
1758,F,10,708,11.61290323,42053,39,0.549,0.621,0.072
1759,G,10,709,16.30252101,42053,39,0.499,0.596,0.097
1760,H,10,710,20.32967033,42053,39,0.436,0.547,0.111
1761,B,12,704,13.87137453,42053,39,0.684,0.794,0.11
1762,C,12,705,21.81818182,42053,39,0.431,0.551,0.12
1763,D,12,706,14.80836237,42053,39,0.49,0.575,0.085
1764,F,12,708,20.87912088,42053,39,0.361,0.456,0.095
1765,G,12,709,19.48051948,42053,39,0.435,0.54,0.105
1766,H,12,710,8.858858859,42053,39,0.608,0.667,0.059
1767,B,2,712,12.94964029,42053,40,0.727,0.835,0.108
1768,C,2,713,13.25503356,42053,40,0.518,0.597,0.079
1769,D,2,714,10.87470449,42053,40,0.755,0.847,0.092
1770,E,2,715,25.04780115,42053,40,0.393,0.524,0.131
1771,F,2,716,15.95092025,42053,40,0.412,0.49,0.078
1772,G,2,717,35.97560976,42053,40,0.211,0.329,0.118
1773,H,2,718,23.83512545,42053,40,0.426,0.559,0.133
1774,B,4,712,0.941176471,42053,40,0.843,0.851,0.008
1775,D,4,714,3.53460972,42053,40,0.656,0.68,0.024
1776,F,4,716,8.455882353,42053,40,0.499,0.545,0.046
1777,G,4,717,23.89937107,42053,40,0.243,0.319,0.076
1778,H,4,718,10.16949153,42053,40,0.372,0.414,0.042
1779,C,6,713,3.861003861,42053,40,0.499,0.519,0.02
1780,D,6,714,6.003159558,42053,40,0.596,0.634,0.038
1781,E,6,715,2.635914333,42053,40,0.592,0.608,0.016
1782,F,6,716,16.91022965,42053,40,0.399,0.48,0.081
1783,G,6,717,26.70454545,42053,40,0.259,0.353,0.094
1784,H,6,718,8.114558473,42053,40,0.386,0.42,0.034
1785,A,8,Tx623,5.759162304,42053,40,0.361,0.383,0.022
1786,B,8,719,13.13485114,42053,40,0.497,0.572,0.075
1787,C,8,720,19.43127962,42053,40,0.341,0.423,0.082
1788,D,8,721,2.895752896,42053,40,0.504,0.519,0.015
1789,E,8,722,18.4,42053,40,0.307,0.376,0.069
1790,F,8,723,17.54807692,42053,40,0.344,0.417,0.073
1791,G,8,724,16.35514019,42053,40,0.359,0.429,0.07
1792,H,8,725,21.82320442,42053,40,0.284,0.363,0.079
1793,A,10,P721Q,40,42053,40,0.316,0.526,0.21
